Year,Make,Model,NewUsed,ExteriorColor,InteriorColor,Trim,Transmission,VIN,SellingPrice,Miles,VehicleDescription,Certified,EPACity,EPAHighway,ImageList,car_details_link,features
2024,Chevrolet,Trailblazer,NEW,Summit White,Jet Black,FWD 4dr LT,,KL79MPSL9RB049126,25990,4,,False,29,33,https://content.homenetiol.com/2000466/2078700/640x480/d2beeb67415e47d78fa3bd3c39183b51.jpg,https://www.goschchevy.com/inventory/KL79MPSL9RB049126/," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play."
2024,Chevrolet,Trailblazer,NEW,Summit White,Jet Black,AWD 4dr LT,Automatic,KL79MRSL1RB093732,27595,3,,False,26,29,https://content.homenetiol.com/2000466/2078700/640x480/cf97db706a5f45b19745e31efe2504d9.jpg,https://www.goschchevy.com/inventory/KL79MRSL1RB093732/," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play."
2018,Cadillac,ATS-V Coupe,USED,Black Raven,Jet Black,2dr Cpe,Manual,1G6AL1RY5J0176234,42766,58956,"Clean CARFAX. Black Raven 2018 Cadillac ATS-V RWD 8-Speed Automatic 3.6L V6 110-Volt Power Receptacle, 3.73 Rear Axle Ratio, Advanced Security Package, Bose Premium Speakers Audio System Feature, Bose Premium Surround Sound Speakers, Cadillac User Experience & Navigation, Carbon Fiber Package, Composite Non-Carbon Black Rocker Extensions, Driver Awareness Package, Extra-Aero Rear Spoiler, Following Distance Indicator, Forward Collision Alert, Front Intermittent RainSense Wipers, Gray Brembo Calipers, High-Intensity Discharge Headlamps, Inclination Sensor, IntelliBeam Automatic High Beam On/Off, Lane Change Alert w/Side Blind Zone Alert, Lane Keep Assist w/Lane Departure Warning, Locking Fuel Door, Locking Steering Column, Locking Wheel Lugs, Luxury Package, Preferred Equipment Group 1SV, Radio: Cadillac User Experience w/Embedded Nav, Rear Cross-Traffic Alert, Shielded Theft-Deterrent Alarm System, SiriusXM Satellite Radio, Sport Alloy Pedals, Universal Home Remote.Recent Arrival!If you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",False,17,25,https://content.homenetiol.com/2000466/2078700/640x480/d3860d5d580e4f9bb0e762377a397aac.jpg,https://www.goschchevy.com/inventory/1G6AL1RY5J0176234/,"The ATS-V Coupe cuts a sharp figure with its aggressive angles and optional carbon fiber accents, hinting at the beast within. Under the hood, a twin-turbo V6 roars to life, promising exhilarating performance and a heart-stopping 0-60 in 3.8 seconds."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK4RZ236426,50360,5,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK4RZ236426/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK8RZ235487,50360,5,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPDBEK8RZ235487/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK8RZ236798,50360,5,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK8RZ236798/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Blazer,NEW,Black,Jet Black with Red Accents,FWD 4dr RS,Automatic,3GNKBERS0RS196992,47065,2,,False,19,27,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS09_01_640/cc_2024CHS090005_01_640_GBA.jpg,https://www.goschchevy.com/inventory/3GNKBERS0RS196992/,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers."
2024,Chevrolet,Trailblazer,NEW,Mosaic Black Metallic,Jet Black,FWD 4dr LT,,KL79MPSL9RB046159,25990,3,,False,29,33,https://content.homenetiol.com/2000466/2078700/640x480/8efc1b09c443467f9d7ccbcd4c48fd6b.jpg,https://www.goschchevy.com/inventory/KL79MPSL9RB046159/," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play."
2024,Chevrolet,Trailblazer,NEW,Iridescent Pearl Tricoat,Jet Black,AWD 4dr LT,Automatic,KL79MRSL9RB095258,30725,4,,False,26,29,https://content.homenetiol.com/2000466/2078700/640x480/e960bfb7123f47fdba54c7c17c62639e.jpg,https://www.goschchevy.com/inventory/KL79MRSL9RB095258/," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK6RZ236847,50360,2,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK6RZ236847/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Blazer,NEW,Black,Jet Black with Red Accents,FWD 4dr RS,Automatic,3GNKBERS5RS196955,47065,3,,False,19,27,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS09_01_640/cc_2024CHS090005_01_640_GBA.jpg,https://www.goschchevy.com/inventory/3GNKBERS5RS196955/,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK7RZ236906,50360,3,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCPDBEK7RZ236906/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Trailblazer,NEW,Iridescent Pearl Tricoat,Jet Black,AWD 4dr LT,Automatic,KL79MRSL8RB094912,30725,3,,False,26,29,https://content.homenetiol.com/2000466/2078700/640x480/e669e0df37e94524b586ad9e791d9949.jpg,https://www.goschchevy.com/inventory/KL79MRSL8RB094912/," Compact spice with big-SUV swagger, zips through city streets, embraces weekend adventures, tech-savvy companion for work and play."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,1GCPDBEK1RZ234990,50360,5,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPDBEK1RZ234990/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Suburban,NEW,Black,Jet Black,4WD 4dr High Country,Automatic,1GNSKGKT1RR150041,93900,2,,False,20,26,https://content.homenetiol.com/2000466/2078700/640x480/91f6d5c3aae943c782cb049b69e0962b.jpg,https://www.goschchevy.com/inventory/1GNSKGKT1RR150041/,"Full-size, powerful SUV built for families and cargo hauling. Think spacious road trips and conquering weekend adventures."
2023,Chevrolet,Bolt EUV,NEW,Gray Ghost Metallic,Jet Black/Nightshift Blue,FWD 4dr LT,,1G1FY6S07P4207483,32075,2,,False,0,0,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2023CHS35_01_640/cc_2023CHS350001_01_640_GRC.jpg,https://www.goschchevy.com/inventory/1G1FY6S07P4207483/,"Bolt EV zaps you with electrifying speed, spacious and tech-savvy interior, and eco-friendly driving, making it a zippy choice for city commutes and green adventures."
2024,Chevrolet,Suburban,NEW,Black,Jet Black,4WD 4dr High Country,Automatic,1GNSKGKL7RR155809,94105,4,,False,14,19,https://content.homenetiol.com/2000466/2078700/640x480/94e83ee1df754551b408a443894645ad.jpg,https://www.goschchevy.com/inventory/1GNSKGKL7RR155809/,"Full-size, powerful SUV built for families and cargo hauling. Think spacious road trips and conquering weekend adventures."
2024,Chevrolet,Suburban,NEW,Summit White,Jet Black,4WD 4dr High Country,Automatic,1GNSKGKT9RR153219,93280,2,,False,20,26,https://content.homenetiol.com/2000466/2078700/640x480/d9f0c3deaf4b41cbb7c7942c44f152d7.jpg,https://www.goschchevy.com/inventory/1GNSKGKT9RR153219/,"Full-size, powerful SUV built for families and cargo hauling. Think spacious road trips and conquering weekend adventures."
2024,Chevrolet,Suburban,NEW,Silver Sage Metallic,Jet Black/Victory Red,4WD 4dr RST,Automatic,1GNSKEKD5RR146877,82190,2,,False,15,19,https://content.homenetiol.com/2000466/2078700/640x480/2b05a7b1fea84e81949b7f0a00b670e0.jpg,https://www.goschchevy.com/inventory/1GNSKEKD5RR146877/,"Full-size, powerful SUV built for families and cargo hauling. Think spacious road trips and conquering weekend adventures."
2023,Chevrolet,Blazer,USED,Nitro Yellow Metallic,Jet Black with Red Accents,FWD 4dr RS,Automatic,3GNKBERS4PS136906,36902,5329,"CARFAX One-Owner. Clean CARFAX. Nitro Yellow Metallic 2023 Chevrolet Blazer RS FWD 9-Speed Automatic with Overdrive 3.6L V6 SIDI Automatic temperature control, Front dual zone A/C, Heated Steering Wheel, Interior Protection Package (LPO), Power Liftgate, Preferred Equipment Group 1RS, Premium All-Weather Cargo Mat (LPO), Premium All-Weather Floor Mats, Rear Park Assist w/Audible Warning, Steering wheel mounted audio controls.19/27 City/Highway MPGIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",False,19,27,https://content.homenetiol.com/2000466/2078700/640x480/1166d25c33b54f69988435b497dfa070.jpg,https://www.goschchevy.com/inventory/3GNKBERS4PS136906/,"Blazer boasts powerful engines, agile handling, spacious comfort, tech-savvy features, and safety options, making it a versatile SUV for adventure seekers."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"4WD Crew Cab 157"" LT Trail Boss",Automatic,3GCUDFED6RG119605,68425,12,,False,16,20,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/3GCUDFED6RG119605/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Slate Gray Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK6RG220646,51345,10,,False,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270017_01_640_GNO.jpg,https://www.goschchevy.com/inventory/3GCPACEK6RG220646/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,1GCPABEK0RZ245228,46840,3,,False,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/1GCPABEK0RZ245228/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Slate Gray Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK8RG220504,51345,9,,False,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270017_01_640_GNO.jpg,https://www.goschchevy.com/inventory/3GCPACEK8RG220504/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"2WD Crew Cab 147"" Custom",Automatic,3GCPABEKXRG168111,48590,12,,False,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/3GCPABEKXRG168111/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK3RG221012,51345,9,,False,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPACEK3RG221012/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"2WD Crew Cab 157"" LT",Automatic,3GCPACEK7RG221028,51345,10,,False,19,22,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPACEK7RG221028/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Summit White,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK3RG211551,50360,10,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270001_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/3GCPDBEK3RG211551/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEK4RG212174,50360,10,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPDBEK4RG212174/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Silverado 1500,NEW,Lakeshore Blue Metallic,Jet Black,"4WD Crew Cab 147"" Custom",Automatic,3GCPDBEKXRG212180,50360,10,,False,18,21,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHT27_01_640/cc_2024CHT270018_01_640_GXP.jpg,https://www.goschchevy.com/inventory/3GCPDBEKXRG212180/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2024,Chevrolet,Trax,NEW,Summit White,Jet Black/Gray with Red accents,FWD 4dr 1RS,Automatic,KL77LGE29RC179799,23590,4,,False,28,32,https://content.homenetiol.com/2000466/2078700/640x480/d91be96e3e43434fb65082b59c9d1a4e.jpg,https://www.goschchevy.com/inventory/KL77LGE29RC179799/,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. "
2024,Chevrolet,Trax,NEW,Sterling Gray Metallic,Jet Black/Gray with Red accents,FWD 4dr 1RS,Automatic,KL77LGE2XRC100625,24315,4,,False,28,32,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2024CHS32_01_640/cc_2024CHS320009_01_640_GZB.jpg,https://www.goschchevy.com/inventory/KL77LGE2XRC100625/,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. "
2024,Chevrolet,Trax,NEW,Summit White,Jet Black with Red accents,FWD 4dr 2RS,Automatic,KL77LJE26RC180664,24995,4,,False,28,32,https://content.homenetiol.com/2000466/2078700/640x480/ad3d904d66ef43b396b50e55ebaed6b9.jpg,https://www.goschchevy.com/inventory/KL77LJE26RC180664/,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. "
2024,Chevrolet,Trax,NEW,Mosaic Black Metallic,Jet Black with Artemis accents,FWD 4dr ACTIV,Automatic,KL77LKE29RC180163,25790,4,,False,28,32,https://content.homenetiol.com/2000466/2078700/640x480/1e3c962d8be34255a95ad0e074c6da1f.jpg,https://www.goschchevy.com/inventory/KL77LKE29RC180163/,"Trax zips through city streets with its peppy engine, fuel-efficient charm, and compact practicality, making it a budget-friendly urban runabout. "
2018,Chevrolet,Silverado 1500,USED,Summit White,Jet Black,"4WD Reg Cab 119.0"" LT w/2LT",Automatic,1GCNKREC7JZ110046,26995,96141,,False,15,19,https://content.homenetiol.com/2000466/2078700/640x480/stock_images/8/cc_2018CHT270010_01_640/cc_2018CHT270010_01_640_GAZ.jpg,https://www.goschchevy.com/inventory/1GCNKREC7JZ110046/,"Chevrolet Silverado is a great truck that is known for its durability, power, capability, and comfort. It is a popular choice for both work and recreation, and it is a great option for those who are looking for a truck that can handle anything they throw at it."
2020,Chevrolet,Sonic,USED,Kinetic Blue Metallic,Jet Black,4dr Sdn LT,Automatic,1G1JD5SB1L4122196,15994,17070,"CARFAX One-Owner. Clean CARFAX. Kinetic Blue Metallic 2020 Chevrolet Sonic LT FWD 6-Speed Automatic I4 16 Aluminum Wheels, 2 Spare Keys, 3.23 Final Drive Axle Ratio, 3-Spoke Sport Leather-Wrapped Steering Wheel, 6-Way Power Driver Seat Adjuster, Carpeted Front & Rear Deluxe Floor Mats, Compass Display, Convenience Package, Driver Confidence Package, Enhanced Driver Information Center, Forward Collision Alert, Front Fog Lamps, Heated Driver & Front Passenger Seats, Instrument Panel w/Piano Black Accents, Integrated Rear Decklid Spoiler, Keyless Open, Keyless Start, Lane Departure Warning System, Preferred Equipment Group 1SD, Rear Park Assist, Remote Vehicle Starter System, RS Lettering Ornamentation, RS Package, Sport Body Kit, Sporty Rocker Moldings.26/34 City/Highway MPGAwards:* JD Power Initial Quality StudyIf you have any questions or would like some general information about financing or would like a price quote on a new or used vehicle please call.",False,26,34,https://content.homenetiol.com/2000466/2078700/640x480/810d45dd58b34c1c90cf91d95f2da245.jpg,https://www.goschchevy.com/inventory/1G1JD5SB1L4122196/,Fuel-efficient subcompact hatchback perfect for city driving and budget-minded individuals. Imagine easy parking and zipping through traffic.
2020,Chevrolet,Traverse,USED,,,FWD 4dr LS w/1LS,Automatic,1GNERFKW0LJ104915,0,0,,False,18,27,,https://www.goschchevy.com/inventory/1GNERFKW0LJ104915/,"Traverse tames family chaos with its cavernous comfort, powerful towing muscle, and tech-fueled safety, all wrapped in a rugged, adventure-ready SUV. ????"
